time,elapsed_seconds,message
18:37:43,0.0001266,forming JtQJ matrix
18:37:43,2.57e-05,commencing to scale JtQJ matrix- first SVD...
18:37:43,2.37e-05,starting REDSVD
18:37:43,1.88e-05,retrieving REDSVD components
18:37:43,3.08e-05,triming REDSVD components to 2elements
18:37:43,9e-06,done REDSVD
18:37:43,1.22e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,7.9e-06,JS
18:37:43,1e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:37:43,2.91e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,9.8e-06,commencing SVD factorization of lambda-scaled JtQJ
18:37:43,8.1e-06,starting REDSVD
18:37:43,2.03e-05,retrieving REDSVD components
18:37:43,2.12e-05,triming REDSVD components to 2elements
18:37:43,8.4e-06,done REDSVD
18:37:43,8.2e-06,SVD factorization complete
18:37:43,7.15e-05,commencing linear algebra multiplication to compute ugrade
18:37:43,7.8e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:37:43,1.06e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:37:43,7.6e-06,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:37:43,2.72e-05,linear algebra multiplication to compute ugrade complete
18:37:43,1.03e-05,commencing check of parameter bounds and gradients
18:37:43,5.8e-06,commencing calculation of upgrade vector
18:37:43,7.46e-05,forming JtQJ matrix
18:37:43,2.36e-05,commencing to scale JtQJ matrix- first SVD...
18:37:43,4.4e-06,starting REDSVD
18:37:43,9.6e-06,retrieving REDSVD components
18:37:43,6.3e-06,triming REDSVD components to 2elements
18:37:43,5.1e-06,done REDSVD
18:37:43,8.1e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,5.9e-06,JS
18:37:43,7.2e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:37:43,1.69e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,5.3e-06,commencing SVD factorization of lambda-scaled JtQJ
18:37:43,5e-06,starting REDSVD
18:37:43,1.04e-05,retrieving REDSVD components
18:37:43,6.8e-06,triming REDSVD components to 2elements
18:37:43,5.7e-06,done REDSVD
18:37:43,5.1e-06,SVD factorization complete
18:37:43,5.51e-05,commencing linear algebra multiplication to compute ugrade
18:37:43,6.7e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:37:43,6.5e-06,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:37:43,7.2e-06,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:37:43,2.22e-05,linear algebra multiplication to compute ugrade complete
18:37:43,7.6e-06,commencing check of parameter bounds
18:37:43,4.8e-06,limiting out of bounds pars
18:37:43,1.59e-05,change limit/bound enforement for lambda 1: ,, scaling factor: 1
18:37:43,4.6e-06,checking for denormal floating point values
18:37:43,5e-06,transforming upgrade pars to model pars
18:37:43,4.9e-06,writing upgrade vector to csv file
18:37:43,0.0001936,beginning upgrade vector calculations, lambda = 10
18:37:43,0.0001796,commencing calculation of upgrade vector
18:37:43,0.0001273,forming JtQJ matrix
18:37:43,2.98e-05,commencing to scale JtQJ matrix- first SVD...
18:37:43,1.99e-05,starting REDSVD
18:37:43,2.58e-05,retrieving REDSVD components
18:37:43,3.54e-05,triming REDSVD components to 2elements
18:37:43,1.92e-05,done REDSVD
18:37:43,3e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,1e-05,JS
18:37:43,1.43e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:37:43,2.86e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,1.14e-05,commencing SVD factorization of lambda-scaled JtQJ
18:37:43,1e-05,starting REDSVD
18:37:43,2e-05,retrieving REDSVD components
18:37:43,1.77e-05,triming REDSVD components to 2elements
18:37:43,1.28e-05,done REDSVD
18:37:43,1.12e-05,SVD factorization complete
18:37:43,0.0001155,commencing linear algebra multiplication to compute ugrade
18:37:43,1.33e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:37:43,8.8e-06,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:37:43,9.3e-06,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:37:43,4.93e-05,linear algebra multiplication to compute ugrade complete
18:37:43,1.41e-05,commencing check of parameter bounds and gradients
18:37:43,8.7e-06,commencing calculation of upgrade vector
18:37:43,9.36e-05,forming JtQJ matrix
18:37:43,2.5e-05,commencing to scale JtQJ matrix- first SVD...
18:37:43,5e-06,starting REDSVD
18:37:43,1.4e-05,retrieving REDSVD components
18:37:43,7.2e-06,triming REDSVD components to 2elements
18:37:43,5.8e-06,done REDSVD
18:37:43,9.3e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,4.8e-06,JS
18:37:43,7.2e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:37:43,1.43e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,5.1e-06,commencing SVD factorization of lambda-scaled JtQJ
18:37:43,5e-06,starting REDSVD
18:37:43,1.04e-05,retrieving REDSVD components
18:37:43,8.2e-06,triming REDSVD components to 2elements
18:37:43,8.6e-06,done REDSVD
18:37:43,5.2e-06,SVD factorization complete
18:37:43,5.56e-05,commencing linear algebra multiplication to compute ugrade
18:37:43,6.7e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:37:43,6.6e-06,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:37:43,6.5e-06,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:37:43,2.2e-05,linear algebra multiplication to compute ugrade complete
18:37:43,8.8e-06,commencing check of parameter bounds
18:37:43,5.7e-06,limiting out of bounds pars
18:37:43,3.8e-05,change limit/bound enforement for lambda 10: ,, scaling factor: 1
18:37:43,8.2e-06,checking for denormal floating point values
18:37:43,8.6e-06,transforming upgrade pars to model pars
18:37:43,5.4e-06,writing upgrade vector to csv file
18:37:43,0.0002169,beginning upgrade vector calculations, lambda = 100
18:37:43,0.000152,commencing calculation of upgrade vector
18:37:43,0.0001229,forming JtQJ matrix
18:37:43,1.86e-05,commencing to scale JtQJ matrix- first SVD...
18:37:43,6e-06,starting REDSVD
18:37:43,1.29e-05,retrieving REDSVD components
18:37:43,4.19e-05,triming REDSVD components to 2elements
18:37:43,6.5e-06,done REDSVD
18:37:43,1.35e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,6.5e-06,JS
18:37:43,9.9e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:37:43,1.49e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,5.3e-06,commencing SVD factorization of lambda-scaled JtQJ
18:37:43,4.9e-06,starting REDSVD
18:37:43,1.04e-05,retrieving REDSVD components
18:37:43,6.8e-06,triming REDSVD components to 2elements
18:37:43,5.7e-06,done REDSVD
18:37:43,5.1e-06,SVD factorization complete
18:37:43,5.74e-05,commencing linear algebra multiplication to compute ugrade
18:37:43,7e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:37:43,6.6e-06,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:37:43,8.7e-06,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:37:43,2.73e-05,linear algebra multiplication to compute ugrade complete
18:37:43,1.01e-05,commencing check of parameter bounds and gradients
18:37:43,6.6e-06,commencing calculation of upgrade vector
18:37:43,8.96e-05,forming JtQJ matrix
18:37:43,2.43e-05,commencing to scale JtQJ matrix- first SVD...
18:37:43,5.2e-06,starting REDSVD
18:37:43,1.77e-05,retrieving REDSVD components
18:37:43,6.8e-06,triming REDSVD components to 2elements
18:37:43,5.6e-06,done REDSVD
18:37:43,8.8e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,8.1e-06,JS
18:37:43,7e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:37:43,1.35e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,5.2e-06,commencing SVD factorization of lambda-scaled JtQJ
18:37:43,4.8e-06,starting REDSVD
18:37:43,1.01e-05,retrieving REDSVD components
18:37:43,6.6e-06,triming REDSVD components to 2elements
18:37:43,5.5e-06,done REDSVD
18:37:43,5.1e-06,SVD factorization complete
18:37:43,5.36e-05,commencing linear algebra multiplication to compute ugrade
18:37:43,6.6e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:37:43,6.4e-06,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:37:43,6.5e-06,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:37:43,2.37e-05,linear algebra multiplication to compute ugrade complete
18:37:43,8.4e-06,commencing check of parameter bounds
18:37:43,5.3e-06,limiting out of bounds pars
18:37:43,2.31e-05,change limit/bound enforement for lambda 100: ,, scaling factor: 1
18:37:43,5.3e-06,checking for denormal floating point values
18:37:43,5.6e-06,transforming upgrade pars to model pars
18:37:43,5.4e-06,writing upgrade vector to csv file
18:37:43,0.0001844,beginning upgrade vector calculations, lambda = 1000
18:37:43,0.0001843,commencing calculation of upgrade vector
18:37:43,9.86e-05,forming JtQJ matrix
18:37:43,3.12e-05,commencing to scale JtQJ matrix- first SVD...
18:37:43,5.8e-06,starting REDSVD
18:37:43,1.24e-05,retrieving REDSVD components
18:37:43,2.71e-05,triming REDSVD components to 2elements
18:37:43,6.3e-06,done REDSVD
18:37:43,1.17e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,5e-06,JS
18:37:43,7.8e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:37:43,1.5e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,5.4e-06,commencing SVD factorization of lambda-scaled JtQJ
18:37:43,7.9e-06,starting REDSVD
18:37:43,1.08e-05,retrieving REDSVD components
18:37:43,7e-06,triming REDSVD components to 2elements
18:37:43,6e-06,done REDSVD
18:37:43,6.1e-06,SVD factorization complete
18:37:43,8.04e-05,commencing linear algebra multiplication to compute ugrade
18:37:43,7e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:37:43,6.7e-06,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:37:43,6.7e-06,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:37:43,2.26e-05,linear algebra multiplication to compute ugrade complete
18:37:43,9.8e-06,commencing check of parameter bounds and gradients
18:37:43,9.5e-06,commencing calculation of upgrade vector
18:37:43,7.3e-05,forming JtQJ matrix
18:37:43,3.31e-05,commencing to scale JtQJ matrix- first SVD...
18:37:43,5e-06,starting REDSVD
18:37:43,1.03e-05,retrieving REDSVD components
18:37:43,6.7e-06,triming REDSVD components to 2elements
18:37:43,5.9e-06,done REDSVD
18:37:43,1.19e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,5e-06,JS
18:37:43,7.2e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:37:43,1.34e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:37:43,5.2e-06,commencing SVD factorization of lambda-scaled JtQJ
18:37:43,6.2e-06,starting REDSVD
18:37:43,1.29e-05,retrieving REDSVD components
18:37:43,6.8e-06,triming REDSVD components to 2elements
18:37:43,5.5e-06,done REDSVD
18:37:43,4.89e-05,SVD factorization complete
18:37:43,7.41e-05,commencing linear algebra multiplication to compute ugrade
18:37:43,7.1e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:37:43,6.6e-06,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:37:43,6.6e-06,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:37:43,2.22e-05,linear algebra multiplication to compute ugrade complete
18:37:43,9.3e-06,commencing check of parameter bounds
18:37:43,5.4e-06,limiting out of bounds pars
18:37:43,2.6e-05,change limit/bound enforement for lambda 1000: ,, scaling factor: 1
18:37:43,5.2e-06,checking for denormal floating point values
18:37:43,5.5e-06,transforming upgrade pars to model pars
18:37:43,5.3e-06,writing upgrade vector to csv file
18:37:43,0.0035759,LinearAnalysis::glm_iter_fosm
18:37:43,9.54e-05,starting FOSM uncertainty analyses for iteration 0
18:37:43,0.0009024,loading obscov
18:37:43,4.06e-05,loading parcov
18:37:43,3.58e-05,set_predictions
18:37:43,0.0002638,parameter fosm calcs
18:37:43,2.13e-05,LinearAnalysis::calc_posterior
18:37:43,6.3e-06,LinearAnalysis::align
18:37:43,8.1e-06,LinearAnalysis::prior_prediction_variance()::invert obscov
18:37:43,6.5e-06,inverting diagonal matrix in place
18:37:43,1.47e-05,LinearAnalysis::calc_posterior() form JtQJ
18:37:43,1.92e-05,LinearAnalysis::calc_posterior() invert prior parcov
18:37:43,1.49e-05,LinearAnalysis::calc_posterior() form posterior parcov
18:37:43,1.38e-05,LinearAnalysis::calc_posterior() invert posterior parcov
18:37:43,5e-06,inverting non-diagonal matrix in place
18:38:33,49.9936,completed iteration 1
18:38:33,0.0130512,beginning iteration 2
18:38:33,0.0003017,commencing to build jacobian parameter sets
18:38:33,0.0012268,jacobian parameter sets built, commencing model runs
18:38:50,16.676,jacobian runs complete, processing runs
18:38:50,0.0001733,processing jacobian runs complete
18:38:50,2.22e-05,saving jacobian and sen files
18:38:50,0.0028196,commencing calculation of upgrade vector
18:38:50,0.000115,forming JtQJ matrix
18:38:50,2.11e-05,commencing to scale JtQJ matrix- first SVD...
18:38:50,6.5e-06,starting REDSVD
18:38:50,1.7e-05,retrieving REDSVD components
18:38:50,8.7e-06,triming REDSVD components to 2elements
18:38:50,2.61e-05,done REDSVD
18:38:50,1.6e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,7.7e-06,JS
18:38:50,1.04e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:38:50,3.16e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,8.5e-06,commencing SVD factorization of lambda-scaled JtQJ
18:38:50,6.7e-06,starting REDSVD
18:38:50,1.37e-05,retrieving REDSVD components
18:38:50,9.1e-06,triming REDSVD components to 2elements
18:38:50,7.6e-06,done REDSVD
18:38:50,6.8e-06,SVD factorization complete
18:38:50,8.27e-05,commencing linear algebra multiplication to compute ugrade
18:38:50,1.58e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:38:50,8.7e-06,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:38:50,1.19e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:38:50,2.28e-05,linear algebra multiplication to compute ugrade complete
18:38:50,2.75e-05,commencing check of parameter bounds and gradients
18:38:50,0.0011351,beginning upgrade vector calculations, lambda = 0.1
18:38:50,0.0001143,commencing calculation of upgrade vector
18:38:50,0.0002393,forming JtQJ matrix
18:38:50,5.23e-05,commencing to scale JtQJ matrix- first SVD...
18:38:50,1.15e-05,starting REDSVD
18:38:50,2.54e-05,retrieving REDSVD components
18:38:50,3.71e-05,triming REDSVD components to 2elements
18:38:50,1.18e-05,done REDSVD
18:38:50,1.89e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,1.04e-05,JS
18:38:50,2.83e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:38:50,8.13e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,2.78e-05,commencing SVD factorization of lambda-scaled JtQJ
18:38:50,1.71e-05,starting REDSVD
18:38:50,2.48e-05,retrieving REDSVD components
18:38:50,1.4e-05,triming REDSVD components to 2elements
18:38:50,1.67e-05,done REDSVD
18:38:50,1.51e-05,SVD factorization complete
18:38:50,0.000114,commencing linear algebra multiplication to compute ugrade
18:38:50,1.29e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:38:50,1.26e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:38:50,1.25e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:38:50,5.4e-05,linear algebra multiplication to compute ugrade complete
18:38:50,2.65e-05,commencing check of parameter bounds and gradients
18:38:50,1.88e-05,commencing calculation of upgrade vector
18:38:50,0.0001718,forming JtQJ matrix
18:38:50,5.3e-05,commencing to scale JtQJ matrix- first SVD...
18:38:50,1.36e-05,starting REDSVD
18:38:50,2.71e-05,retrieving REDSVD components
18:38:50,1.93e-05,triming REDSVD components to 2elements
18:38:50,1.59e-05,done REDSVD
18:38:50,2.39e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,1.45e-05,JS
18:38:50,2.25e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:38:50,3.75e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,1.7e-05,commencing SVD factorization of lambda-scaled JtQJ
18:38:50,1.5e-05,starting REDSVD
18:38:50,2.7e-05,retrieving REDSVD components
18:38:50,2.18e-05,triming REDSVD components to 2elements
18:38:50,1.31e-05,done REDSVD
18:38:50,1.2e-05,SVD factorization complete
18:38:50,0.0001333,commencing linear algebra multiplication to compute ugrade
18:38:50,1.86e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:38:50,1.76e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:38:50,1.81e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:38:50,4.18e-05,linear algebra multiplication to compute ugrade complete
18:38:50,2.49e-05,commencing check of parameter bounds
18:38:50,1.79e-05,limiting out of bounds pars
18:38:50,5.57e-05,change limit/bound enforement for lambda 0.1: ,, scaling factor: 1
18:38:50,1.77e-05,checking for denormal floating point values
18:38:50,1.42e-05,transforming upgrade pars to model pars
18:38:50,1.46e-05,writing upgrade vector to csv file
18:38:50,0.0004104,beginning upgrade vector calculations, lambda = 1
18:38:50,0.0001597,commencing calculation of upgrade vector
18:38:50,0.0002182,forming JtQJ matrix
18:38:50,7.2e-05,commencing to scale JtQJ matrix- first SVD...
18:38:50,1.65e-05,starting REDSVD
18:38:50,3.01e-05,retrieving REDSVD components
18:38:50,4.36e-05,triming REDSVD components to 2elements
18:38:50,1.66e-05,done REDSVD
18:38:50,2.29e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,1.05e-05,JS
18:38:50,1.57e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:38:50,3.52e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,1.57e-05,commencing SVD factorization of lambda-scaled JtQJ
18:38:50,1.69e-05,starting REDSVD
18:38:50,2.54e-05,retrieving REDSVD components
18:38:50,1.62e-05,triming REDSVD components to 2elements
18:38:50,1.01e-05,done REDSVD
18:38:50,8.5e-06,SVD factorization complete
18:38:50,0.0001035,commencing linear algebra multiplication to compute ugrade
18:38:50,1.27e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:38:50,1.24e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:38:50,1.23e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:38:50,3.11e-05,linear algebra multiplication to compute ugrade complete
18:38:50,1.94e-05,commencing check of parameter bounds and gradients
18:38:50,1.54e-05,commencing calculation of upgrade vector
18:38:50,0.0001516,forming JtQJ matrix
18:38:50,4.56e-05,commencing to scale JtQJ matrix- first SVD...
18:38:50,9.2e-06,starting REDSVD
18:38:50,2.16e-05,retrieving REDSVD components
18:38:50,1.25e-05,triming REDSVD components to 2elements
18:38:50,1.05e-05,done REDSVD
18:38:50,2.03e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,1.15e-05,JS
18:38:50,1.34e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:38:50,2.5e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,1.32e-05,commencing SVD factorization of lambda-scaled JtQJ
18:38:50,9.5e-06,starting REDSVD
18:38:50,1.89e-05,retrieving REDSVD components
18:38:50,1.27e-05,triming REDSVD components to 2elements
18:38:50,1.03e-05,done REDSVD
18:38:50,9.4e-06,SVD factorization complete
18:38:50,0.0001012,commencing linear algebra multiplication to compute ugrade
18:38:50,1.2e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:38:50,1.21e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:38:50,1.23e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:38:50,2.86e-05,linear algebra multiplication to compute ugrade complete
18:38:50,1.58e-05,commencing check of parameter bounds
18:38:50,1.32e-05,limiting out of bounds pars
18:38:50,2.67e-05,change limit/bound enforement for lambda 1: ,, scaling factor: 1
18:38:50,9.6e-06,checking for denormal floating point values
18:38:50,1.03e-05,transforming upgrade pars to model pars
18:38:50,1e-05,writing upgrade vector to csv file
18:38:50,0.0003013,beginning upgrade vector calculations, lambda = 10
18:38:50,0.0002279,commencing calculation of upgrade vector
18:38:50,0.0001521,forming JtQJ matrix
18:38:50,2.66e-05,commencing to scale JtQJ matrix- first SVD...
18:38:50,2.11e-05,starting REDSVD
18:38:50,2.54e-05,retrieving REDSVD components
18:38:50,3.55e-05,triming REDSVD components to 2elements
18:38:50,1.16e-05,done REDSVD
18:38:50,1.83e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,9.2e-06,JS
18:38:50,1.37e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:38:50,2.67e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,9.5e-06,commencing SVD factorization of lambda-scaled JtQJ
18:38:50,9.1e-06,starting REDSVD
18:38:50,1.89e-05,retrieving REDSVD components
